ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Exoxe1,Exophiala xenobiotica,CBS 118157,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala xenobiotica,Exoxe1
Felpe1,Fellomyces penicillatus,Phaff54-35,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cuniculitremaceae,Fellomyces,Fellomyces penicillatus,Felpe1
Fenfe1,Fenestella fenestrata,ATCC 66461,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Cucurbitariaceae,Fenestella,Fenestella fenestrata,Fenfe1
Fenlin1,Fennellomyces sp. T-0311,T-0311,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Fennellomyces,Fennellomyces sp. T-0311,Fenlin1
FenlinCB54_1,Fennellomyces linderi,CBS 158.54,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Fennellomyces,Fennellomyces linderi,FenlinCB54_1
Fibin1,Fibulobasidium inconspicuum,Phaff 89-39,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Sirobasidiaceae,Fibulobasidium,Fibulobasidium inconspicuum,Fibin1
Fibra1,Fibroporia radiculosa,TFFH_294,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fibroporiaceae,Fibroporia,Fibroporia radiculosa,Fibra1
Fibsp1,Fibulorhizoctonia psychrophila,CBS 109695,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Fibularhizoctonia,Fibularhizoctonia psychrophila,Fibsp1
Filflo1,Filobasidium floriforme,CBS 6241,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium floriforme,Filflo1
Fimjon1,Fimicolochytrium jonesii,JEL569,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium jonesii,Fimjon1
Fishe1,Fistulina hepatica,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Fistulinaceae,Fistulina,Fistulina hepatica,Fishe1
Flafl1,Flavodon flavus,38,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Irpex,Irpex flavus,Flafl1
FlaPMI526_1,Flagelloscypha sp.,PMI_526,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha sp.,FlaPMI526_1
Fomfom1,Fomes fomentarius,CIRM-BRFM_1821,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Fomes,Fomes fomentarius,Fomfom1
Fomme1,Fomitiporia mediterranea,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia mediterranea,Fomme1
Fompi3,Fomitopsis schrenkii,FP-58527_SS1,v3.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis schrenkii,Fompi3
Fomros1,Rhodofomes roseus,CIRM-BRFM_1785,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Rhodofomes,Rhodofomes roseus,Fomros1
Foner1,Fonsecaea erecta,CBS 125763,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea erecta,Foner1
Fonmo1,Fonsecaea monophora,CBS 269.37,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea monophora,Fonmo1
Fonmu1,Fonsecaea multimorphosa,CBS 102226,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea multimorphosa,Fonmu1
Fonnu1,Fonsecaea nubica,CBS 269.64,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea nubica,Fonnu1
Fonpe1,Fonsecaea pedrosoi,CBS 271.37,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea pedrosoi,Fonpe1
Fusco1,Fusarium commune,MPI-SDFR-AT-0072,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium commune,Fusco1
Fuscu1,Fusarium culmorum,UK99,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium culmorum,Fuscu1
Fuseq1,Fusarium sp.,FIESC_12_MPI-CAGE-AA-0113,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium sp.,Fuseq1
Fusfu1,Fusarium fujikuroi,IMI 58289,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,Fusfu1
Fusgr1,Fusarium graminearum,PH-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,Fusgr1
Fusla1,Fusarium langsethiae,Fl201059,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium langsethiae,Fusla1
Fusma1,Fusarium mangiferae,MRC7560,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium mangiferae,Fusma1
Fusox2,Fusarium oxysporum f. sp. lycopersici,NRRL 4287,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusox2
Fusoxcon1,Fusarium oxysporum f. sp. conglutinans,54008_PHW808,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxcon1
Fusoxcub1,Fusarium oxysporum f. sp. cubense tropical race 4,54006_II5,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium odoratissimum,Fusoxcub1
FusoxFo47_2,Fusarium oxysporum,Fo47,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,FusoxFo47_2
Fusoxlyc1,Fusarium oxysporum f. sp. lycopersici MN25,NRRL 54003,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxlyc1
Fusoxmel1,Fusarium oxysporum f. sp. melonis,NRRL 26406,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxmel1
Fusoxpis1,Fusarium oxysporum f. sp. pisi,HDV247,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxpis1
Fusoxrad1,Fusarium oxysporum f. sp. radicis-lycopersici,26381_CL57,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxrad1
Fusoxrap1,Fusarium oxysporum f. sp. raphani,54005,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxrap1
Fusoxvas1,Fusarium oxysporum f. sp. vasinfectum,25433_Cotton,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,Fusoxvas1
Fuspo1,Fusarium poae,2516,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium poae,Fuspo1
Fuspro1,Fusarium proliferatum,ET1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium proliferatum,Fuspro1
Fusps1,Fusarium pseudograminearum,CS3096,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium pseudograminearum,Fusps1
Fusre1,Fusarium redolens,MPI-CAGE-AT-0023,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium redolens,Fusre1
Fusso1,Fusarium solani,FSSC_5,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium solani,Fusso1
Fustri1,Fusarium avenaceum,MPI-SDFR-AT-0044,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium avenaceum,Fustri1
Fusve2,Fusarium verticillioides,7600_v2,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium verticillioides,Fusve2
Fusven1,Fusarium venenatum,MPI-CAGE-CH-0201,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum,Fusven1
Gaegr1,Gaeumannomyces graminis var. tritici,R3-111a-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces tritici,Gaegr1
Gaesem1,Gaertneriomyces semiglobifer,Barr_43,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Spizellomycetales,Spizellomycetaceae,Gaertneriomyces,Gaertneriomyces semiglobifer,Gaesem1
Galinc1,Galzinia incrustans,CBS 104901,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Corticiales,Corticiaceae,Mycobernardia,Mycobernardia incrustans,Galinc1
Galma1,Galerina marginata,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Galerina,Galerina marginata,Galma1
Ganpr1,Gonapodya prolifera,,v1.0,,,fungi,Chytridiomycota,Monoblepharidomycotina,Monoblepharidomycetes,,Monoblepharidales,Gonapodyaceae,Gonapodya,Gonapodya prolifera,Ganpr1
Gansi1,Ganoderma sinense,ZZ0214-1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Ganoderma,Ganoderma sinense,Gansi1
Gansp1,Ganoderma sp.,10597_SS1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Ganoderma,Ganoderma sp.,Gansp1
Gaumor1_1,Gautieria morchelliformis,GMNE.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gautieriaceae,Gautieria,Gautieria morchelliformis,Gaumor1_1
Geatri1,Geastrum triplex,GST.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Geastrales,Geastraceae,Geastrum,Geastrum triplex,Geatri1
Gervar1,Geranomyces variabilis,JEL559,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces variabilis,Gervar1
Gigro1,Gigaspora rosea,,v1.0,,,mucoromycota,Mucoromycota,Glomeromycotina,Glomeromycetes,,Diversisporales,Gigasporaceae,Gigaspora,Gigaspora rosea,Gigro1
Gilper1,Gilbertella persicaria var. persicaria,CBS 190.32-T,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Choanephoraceae,Gilbertella,Gilbertella persicaria,Gilper1
Glalo1,Glarea lozoyensis,ATCC 20868,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis,Glalo1
Glonio1,Gloniopsis sp. FL0384,FL0384,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Hysteriales,Hysteriaceae,Gloniopsis,Gloniopsis sp. FL0384,Glonio1
Glopol1,Globomyces pollinis-pini,Arg68,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Rhizophydiales,Globomycetaceae,Globomyces,Globomyces pollinis-pini,Glopol1
Glost2,Glonium stellatum,CBS 207.34,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,,Gloniaceae,Glonium,Glonium stellatum,Glost2
Glotr1_1,Gloeophyllum trabeum,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum trabeum,Glotr1_1
Gonbut1,Gongronella butleri,,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri,Gonbut1
Gorhay1,Gorgonomyces haynaldii,MP57,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Rhizophydiales,Gorgonomycetaceae,Gorgonomyces,Gorgonomyces haynaldii,Gorhay1
Grocl1,Grosmannia clavigera,kw1407,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium clavigerum,Grocl1
Guyne1,Guyanagaster necrorhizus,MCA_3950,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Guyanagaster,Guyanagaster necrorhizus,Guyne1
Gyman1,Gymnopus androsaceus,JB14,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gyman1
Gymau1,Gymnascella aurantiaca,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella aurantiaca,Gymau1
Gymch1,Gymnopilus chrysopellus,PR-1187,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus chrysopellus,Gymch1
Gymci1_1,Gymnascella citrina,,v1.1,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella citrina,Gymci1_1
Gymjun1,Gymnopilus junonius,AH_44721,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus junonius,Gymjun1
Gymlu1,Gymnopus luxurians,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis luxurians,Gymlu1
Gyresc1,Gyromitra esculenta,CBS 101906,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra esculenta,Gyresc1
Gyrli1,Gyrodon lividus,BX,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Gyrodontaceae,Gyrodon,Gyrodon lividus,Gyrli1
Halrad1,Halteromyces radiatus,CBS 162.75,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Cunninghamellaceae,Halteromyces,Halteromyces radiatus,Halrad1
Hangu1,Hanseniaspora guilliermondii,UTAD222,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,Hangu1
Hanop1,Hanseniaspora opuntiae,AWRI3578,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora opuntiae,Hanop1
Hanos1,Hanseniaspora osmophila,AWRI3579,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora osmophila,Hanos1
Hanpo2,Ogataea polymorpha,NCYC_495_leu1.1,v2.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Ogataea,Ogataea polymorpha,Hanpo2
Hanuv1,Hanseniaspora uvarum,AWRI3580,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum,Hanuv1
Hanva1_1,Hanseniaspora valbyensis,NRRL Y-1626,v1.1,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycodales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora valbyensis,Hanva1_1
Hebcy2,Hebeloma cylindrosporum,h7,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum,Hebcy2
Hebvel2,Hebeloma brunneifolium,PMI1Jessy,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma albidulum,Hebvel2
Helgr1,Helicocarpus griseus,UAMH 5409,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Helicocarpus,Helicocarpus griseus,Helgr1
Helpul1,Helicostylum pulchrum,RSA 2064,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Helicostylum,Helicostylum pulchrum,Helpul1
Helsul1,Heliocybe sulcata,OMC1185,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Heliocybe,Heliocybe sulcata,Helsul1
Heper1,Hepatospora eriocheir,GB1,v1.0,,,fungi,Microsporidia,,,,,Hepatosporidae,Hepatospora,Hepatospora eriocheir,Heper1
Hercor1,Hericium coralloides,FP-101451,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Hericiaceae,Hericium,Hericium coralloides,Hercor1
Herpot1_1,Herpotrichia sp.,AK1299,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia sp.,Herpot1_1
Hesve2finisherSC,Hesseltinella vesiculosa,NRRL 3301,v2.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Cunninghamellaceae,Hesseltinella,Hesseltinella vesiculosa,Hesve2finisherSC
Hetan2,Heterobasidion annosum,,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion annosum,Hetan2
Hethyg1,Heterodoassansia hygrophilae,CBS 346.65,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Doassansiales,Doassansiaceae,Heterodoassansia,Heterodoassansia hygrophilae,Hethyg1
Hetpy1,Heterogastridium pycnidioideum,ATCC MYA-4631,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Heterogastridiales,Heterogastridiaceae,Heterogastridium,Heterogastridium pycnidioideum,Hetpy1
Hexnit1,Hexagonia nitida,CIRM-BRFM_1802,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis nitida,Hexnit1
Hirmi1,Hirsutella minnesotensis,3608,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella minnesotensis,Hirmi1
Hisca1,Histoplasma capsulatum,NAm1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum,Hisca1
Hompol1,Homolaphlyctis polyrhiza,JEL142,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Rhizophydiales,,Homolaphlyctis,Homolaphlyctis polyrhiza,Hompol1
Horac1,Hortaea acidophila,CBS 113389,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Neohortaea,Neohortaea acidophila,Horac1
Horwer1,Hortaea werneckii,EXF-2000_M0,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Hortaea,Hortaea werneckii,Horwer1
Hyabl1,Hyalopycnis blepharistoma,ATCC 48560,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Heterogastridiales,Heterogastridiaceae,Hyalopycnis,Hyalopycnis blepharistoma,Hyabl1
Hyacur1,Hyaloraphidium curvatum,SAG235-1,v1.0,,,fungi,Chytridiomycota,Monoblepharidomycotina,Monoblepharidomycetes,,Monoblepharidales,,Hyaloraphidium,Hyaloraphidium curvatum,Hyacur1
Hyafin1,Hyaloscypha finlandica,PMI_746,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha finlandica,Hyafin1
Hydfim1,Hydnopolyporus fimbriatus,CBS384.51,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Irpex,Irpex rosettiformis,Hydfim1
Hydpi2,Hydnomerulius pinastri,,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Hydnomerulius,Hydnomerulius pinastri,Hydpi2
Hydru2,Hydnum rufescens,UP504,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Hydnum,Hydnum rufescens,Hydru2
Hygaur1,Hygrophoropsis aurantiaca,ATCC 28755,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Hygrophoropsidaceae,Hygrophoropsis,Hygrophoropsis aurantiaca,Hygaur1
Hymrad1,Hymenopellis radicata,IJFM_A160,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis radicata,Hymrad1
Hymvar1,Tricladium varicosporioides,PMI 453,v1.0,,2075069,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus varicosporioides,Hymvar1
HypCI4A_1,Hypoxylon sp.,CI-4A,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp.,HypCI4A_1
HypCO275_1,Hypoxylon sp.,CO27-5,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp.,HypCO275_1
HypEC38_3,Hypoxylon sp.,EC38,v3.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp.,HypEC38_3
Hypma1,Hypsizygus marmoreus,51987-8,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Hypsizygus,Hypsizygus marmoreus,Hypma1
Hypsu1,Hypholoma sublateritium,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Hypholoma,Hypholoma sublateritium,Hypsu1
Hyspu1_1,Hysterium pulicare,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Hysteriales,Hysteriaceae,Hysterium,Hysterium pulicare,Hyspu1_1
Hyssto1,Hysterangium stoloniferum,HS.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium stoloniferum,Hyssto1
Ilyeu1,Ilyonectria sp.,MPI-CAGE-AT-0026,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria sp.,Ilyeu1
Ilyrob1,Ilyonectria robusta,PMI 751,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria robusta,Ilyrob1
Ilysp1,Ilyonectria europaea,PMI 82,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria europaea,Ilysp1
Irplac1,Irpex lacteus,CCBAS Fr. 238 617-93,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Irpex,Irpex lacteus,Irplac1
Jaaar1,Jaapia argillacea,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Jaapiales,Jaapiaceae,Jaapia,Jaapia argillacea,Jaaar1
Jahaq1,Jahnula aquatica,CBS 123560,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Jahnulales,Aliquandostipitaceae,Jahnula,Jahnula aquatica,Jahaq1
