leaf_name,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,STRAIN,LOCUSTAG
Mars-31.bin.94,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Teloschistaceae,Xanthoria,,,Mars-31.bin.94
Mars-36.bin.92,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria,,,Mars-36.bin.92
Mars-78.bin.3,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-78.bin.3
Mars-58.bin.107,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-58.bin.107
Mars-26.bin.113,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-26.bin.113
Mars-34.bin.110,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-34.bin.110
Mars-54.bin.17,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-54.bin.17
Mars-55.bin.4,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Trapelia,,,Mars-55.bin.4
Mars-89b.bin.69,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Pertusariales,Pertusariaceae,Varicellaria,,,Mars-89b.bin.69
Mars-4b.bin.9,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-4b.bin.9
Mars-18.bin.76,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-18.bin.76
Mars-25.bin.16,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-25.bin.16
Mars-26.bin.81,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-26.bin.81
Mars-1.bin.122,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-1.bin.122
Mars-14.bin.46,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-14.bin.46
Mars-17.bin.13,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-17.bin.13
Mars-62.bin.10,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-62.bin.10
Mars-10.bin.46,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-10.bin.46
Mars-26.bin.93,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-26.bin.93
Mars-25.bin.68,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-25.bin.68
Mars-93.bin.97,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Acarospora,,,Mars-93.bin.97
Mars-82.bin.13,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-82.bin.13
Mars-83.bin.20,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-83.bin.20
Mars-91.bin.27,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-91.bin.27
Mars-76.bin.31,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-76.bin.31
Mars-14.bin.1,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-14.bin.1
Mars-71.bin.46,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-71.bin.46
Mars-52.bin.44,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarosporomycetidae,Acarosporales,Acarosporaceae,Pleopsidium,,,Mars-52.bin.44
Mars-13.bin.53,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,,,,Mars-13.bin.53
Mars-11.bin.24,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,,,,Mars-11.bin.24
Mars-64.bin.82,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Extremaceae,Extremus,,,Mars-64.bin.82
Mars-14.bin.40,dikarya,Ascomycota,Pezizomycotina,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,,,Mars-14.bin.40
Mars-57b.bin.96,dikarya,Ascomycota,Pezizomycotina,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,,,Mars-57b.bin.96
Mars-19.bin.38,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-19.bin.38
Mars-9.bin.1,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-9.bin.1
Mars-17.bin.30,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-17.bin.30
Mars-14.bin.71,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-14.bin.71
Mars-52.bin.25,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-52.bin.25
Mars-82.bin.9,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-82.bin.9
Mars-55.bin.28,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-55.bin.28
Mars-62.bin.17,dikarya,Ascomycota,Pezizomycotina,,,,,,,,Mars-62.bin.17
