leaf_name,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,STRAIN,LOCUSTAG
F93C4000,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cavernicola,HIS019,F93C4000
FEF5BEEB,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. HIS471,HIS471,FEF5BEEB
FEC7F293,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon spelunceum,HIS016,FEC7F293
F17B69A3,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon mucoides,JCM 9939,F17B69A3
F4967B12,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon dermatis,NICC30027,F4967B12
F85C2864,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PL3408A,PL3408A,F85C2864
F413149D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PDH3307A,PDH3307A,F413149D
FD2B4C97,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon arboriforme,JCM_14201,FD2B4C97
F3A379FA,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PT3311B,PT3311B,F3A379FA
F6C70539,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PA3318,PA3318,F6C70539
F917686E,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon daszewskae,JCM_11166,F917686E
F5F43A7C,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon curvatum,JCM 1532,F5F43A7C
F8963A25,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cyanovorans,JCM_31833,F8963A25
Trich1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Vanrija,,,Trich1
F5FFC94D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija pseudolonga,DUCC4014,F5FFC94D
F3336716,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija humicola,CBS 4282,F3336716
F3676770,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija sp. TS_01,TS_01,F3676770
F9663D0A,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija sp. CR7,CR7,F9663D0A
F0E65A1D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon sp. PB005A,PB005A,F0E65A1D
F776CF32,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon sp. P6006,P6006,F776CF32
F1E520DD,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon sp. LN7006B,LN7006B,F1E520DD
F00B5FC2,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon sp. PG3703,PG3703,F00B5FC2
FBC61A59,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon coremiiforme,JCM 2938,FBC61A59
Trias8904,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,,,Trias8904
FCD542A0,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,CBS 2479,FCD542A0
F7D281CE,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon faecale,JCM 2941,F7D281CE
FE4A3690,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon sp. DN520,DN520,FE4A3690
F7E1FA89,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon inkin,JCM 9195,F7E1FA89
FE92896C,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon ovoides,JCM 9940,FE92896C
FCC26964,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Tetragoniomycetaceae,Takashimella,Takashimella koratensis,JCM 12878,FCC26964
FCBC66C9,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Tetragoniomycetaceae,Takashimella,Takashimella tepidaria,JCM 11965,FCBC66C9
F4259DD7,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Holtermanniales,,Holtermannia,Holtermannia corniformis,JCM 1743,F4259DD7
FB97012B,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Holtermanniales,,Holtermanniella,Holtermanniella nyarrowii,JCM 11471,FB97012B
F5D1CBEA,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia friedmannii,MNA-CCFEE 5423,F5D1CBEA
FFA06BC4,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vaughanmartiniae,MNA-CCFEE 5425,FFA06BC4
F42211FE,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia onofrii,DBVPG 5303,F42211FE
F0CF2E68,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia randhawae,eABCC1,F0CF2E68
Nagvi1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,,,Nagvi1
F565D87F,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vishniacii,ANT03-052,F565D87F
F775406D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia antarctica,DBVPG 5271,F775406D
F41582AC,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia albida,JCM 2334,F41582AC
FCC7E657,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia kalamii,FJI-L2-BK-P3,FCC7E657
F90955C9,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia sp. PT2105A-2,PT2105A-2,F90955C9
FC2CA21B,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia sp. PT2105A,PT2105A,FC2CA21B
FC6E1B43,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia sp. PG3902-1,PG3902-1,FC6E1B43
FF568B29,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia diffluens,bongo,FF568B29
F6CFC146,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia adeliensis,IF1SW-F1,F6CFC146
F2645225,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia sp. IF7SW-B1,IF7SW-B1,F2645225
FB32B57A,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia liquefaciens,N6,FB32B57A
F5033EDB,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium elegans,JCM 10632,F5033EDB
F882DE42,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium floriforme,CBS 6241,F882DE42
Filflo1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,,,Filflo1
F3A7A970,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium globisporum,JCM 10633,F3A7A970
F95CC378,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,JCM 11695,F95CC378
Crywi1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,,,Crywi1
FF8DF6A1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium uniguttulatum,JCM 3685,FF8DF6A1
FA3789CC,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma gilvescens,DBVPG 4707,FA3789CC
Cryte1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,,,Cryte1
FC8990AB,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola,JCM 24518,FC8990AB
F12C0E3F,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. T15_22C,T15_22C,F12C0E3F
F0B15B6C,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Kriegeriales,Kriegeriaceae,Phenoliferia,Phenoliferia glacialis,T8_3_4C,F0B15B6C
FDD7DFD1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma phenolica,JCM 11743,FDD7DFD1
FF2A7A5E,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma capsuligena,JCM 9041,FF2A7A5E
F1932811,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Udeniomyces,Udeniomyces megalosporus,JCM 5269,F1932811
F61417C6,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Udeniomyces,Udeniomyces pyricola,JCM 2958,F61417C6
FF64A39B,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia psychrophila,NN053900,FF64A39B
F9B8F677,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia blollopis,SK-4,F9B8F677
Mrafri1,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,,,Mrafri1
F50F255D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia frigida,JCM 7857,F50F255D
FB76C6E4,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia gelida,MGH-2,FB76C6E4
F9ED9E9D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia hoshinonis,JCM 32575,F9ED9E9D
F513A57D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia aquatica,JCM 1775,F513A57D
FBCDA983,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,,Mrakiaceae sp. VS III B KN 2,VS III B KN 2,FBCDA983
F102C8CB,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pullulans,,F102C8CB
F560E16E,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pamirica,JCM 10408,F560E16E
F2BB6489,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia australis,CBS 14095,F2BB6489
F1F6A89E,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,CBS 6938,F1F6A89E
F1F5D2E0,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia tasmanica,CBS 14096,F1F5D2E0
F1B11692,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium capitatum,CBS 7420,F1B11692
F3C5643D,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium macerans,CBS 2425,F3C5643D
FB166B62,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium bisporidii,PYCC 5604,FB166B62
F8F82596,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium ferigula,PYCC 4410,F8F82596
F9B2D99E,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Krasilnikovozyma,Krasilnikovozyma curviuscula,PYCC 5836,F9B2D99E
Basun1,dikarya,Basidiomycota,Wallemiomycotina,Geminibasidiomycetes,,Geminibasidiales,Geminibasidiaceae,Basidioascus,,,Basun1
F76FE2C1,dikarya,Basidiomycota,Wallemiomycotina,Geminibasidiomycetes,,Geminibasidiales,Geminibasidiaceae,Basidioascus,Basidioascus undulatus,DAOM 241956,F76FE2C1
F50A781B,dikarya,Basidiomycota,Wallemiomycotina,Wallemiomycetes,,Wallemiales,Wallemiaceae,Wallemia,Wallemia mellicola,CBS 633.66,F50A781B
Walse1,dikarya,Basidiomycota,Wallemiomycotina,Wallemiomycetes,,Wallemiales,Wallemiaceae,Wallemia,,,Walse1
Walic1,dikarya,Basidiomycota,Wallemiomycotina,Wallemiomycetes,,Wallemiales,Wallemiaceae,Wallemia,,,Walic1
F81EB377,dikarya,Basidiomycota,Wallemiomycotina,Wallemiomycetes,,Wallemiales,Wallemiaceae,Wallemia,Wallemia ichthyophaga,EXF-994,F81EB377
F074569F,dikarya,Basidiomycota,Wallemiomycotina,Wallemiomycetes,,Wallemiales,Wallemiaceae,Wallemia,Wallemia hederae,EXF-5753,F074569F
Tilan2,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Georgefischeriales,Tilletiariaceae,Tilletiaria,,,Tilan2
FB04F47E,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala,UBC 951,FB04F47E
Meimi1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,,,Meimi1
F7FF3227,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii,MCA 3882,F7FF3227
F01E0868,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira nashicola,JCM 18503,F01E0868
F64028C5,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Meruliopsis,Meruliopsis variegata,LH_A126,F64028C5
F651B3F3,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,,Brachybasidiaceae sp.,CTeuk-1727,F651B3F3
F360FD8E,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium cylindrosporum,YG638,F360FD8E
F1B0566C,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium rhododendri,CBS101457,F1B0566C
Exova1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,,,Exova1
Exomac1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Exobasidiaceae,Exobasidium,,,Exomac1
F6F9F3CD,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Cryptobasidiaceae,Acaromyces,Acaromyces ingoldii,MCA 4198,F6F9F3CD
Acain1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Cryptobasidiaceae,Acaromyces,,,Acain1
FE194081,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,Tilletiopsis washingtonensis,MCA 4186,FE194081
Tilwa1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,,,Tilwa1
F2948AFF,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus guamensis,MCA 4658,F2948AFF
Cersp1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,,,Cersp1
Cerbo1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,,,Cerbo1
F1695080,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus bombacis,,F1695080
Hethyg1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,,,Hethyg1
Rhanym2_1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,,,Rhanym2_1
Rhodsp1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,,,Rhodsp1
FBCDFD9E,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,Pseudomicrostroma glucosiphilum,MCA 4718,FBCDFD9E
FDC7E164,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,Pseudomicrostroma phylloplanum,JCM 9035,FDC7E164
FDCC6BB8,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,Microstromataceae,Microstroma,Microstroma bacarum,JCM 3928,FDCC6BB8
FAB2FA7C,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,Quambalariaceae,Quambalaria,Quambalaria eucalypti,CMW1101,FAB2FA7C
F6E2D093,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Sympodiomycopsis,Sympodiomycopsis paphiopedili,JCM 8318,F6E2D093
Jamsp1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Jaminaea,,,Jamsp1
F8EFAFE3,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Jaminaea,Jaminaea rosea,MCA 5214,F8EFAFE3
F755D14A,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Golubeviales,Golubeviaceae,Golubevia,Golubevia sp. BC0850,BC0850,F755D14A
F56D313E,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Golubeviales,Golubeviaceae,Golubevia,Golubevia sp. BC0812,BC0812,F56D313E
F6103A1B,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Golubeviales,Golubeviaceae,Golubevia,Golubevia sp. BC0902,BC0902,F6103A1B
F515BB27,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Golubeviales,Golubeviaceae,Golubevia,Golubevia pallescens,JCM 5230,F515BB27
Tillet1,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Golubeviales,Golubeviaceae,Golubevia,,,Tillet1
F08BED7C,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma thailandica,CBS 10006,F08BED7C
F2F91B1F,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago crameri,Uc7,F2F91B1F
FA945640,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis setariae,BRIP 26904 a,FA945640
FE1FD3AA,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma tsukubaensis,NBRC 1940,FE1FD3AA
F8198CF6,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma sp. M118-08B,M118-08B,F8198CF6
Ustbr1,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,,,Ustbr1
F109D5D4,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago bromivora,UB2112,F109D5D4
F3FF0E81,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago sp. UG-2017a,Udi2,F3FF0E81
FAE6D990,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago sp. UG-2017b,Uhc1,FAE6D990
F448A8E7,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago tritici,Ut_3,F448A8E7
F2B942F0,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Uho2,F2B942F0
Usthor1,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,,,Usthor1
FF6E5259,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago nuda,DE_29490,FF6E5259
F1B8C6CE,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago loliicola,Us_530,F1B8C6CE
F0BEA8A4,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago cynodontis,NBRC 9727,F0BEA8A4
F75B4B0F,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago xerochloae,BRIP 60876 a,F75B4B0F
F9CF5A56,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago trichophora,NBRC100155,F9CF5A56
FD25103A,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago lituana,BRIP 46795 a,FD25103A
FE6466B1,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago esculenta,YD3,FE6466B1
F95625FC,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Melanopsichium,Melanopsichium pennsylvanicum,Mp4,F95625FC
F8AEFCD2,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium iseilematis-ciliati,BRIP 60887 a,F8AEFCD2
F2DF3BCD,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis walkeri,RK 031,F2DF3BCD
FA2EEEC8,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago curta,BRIP 26929 a,FA2EEEC8
F72965E8,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis panici-leucophaei,SPL10,F72965E8
Uroocc1,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,,,Uroocc1
Spore1,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,,,Spore1
F2B55C23,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum,SRS1_H2-8,F2B55C23
F31724AE,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium graminicola,CBS 10092,F31724AE
FC68AC4C,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium exsertum,RK 033,FC68AC4C
F3AAC4C4,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium scitamineum,SSC39B,F3AAC4C4
FF77517D,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium sorghi,CBS 104.17,FF77517D
F9AD6373,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Mycosarcoma,Mycosarcoma maydis,521,F9AD6373
